 WRA,,, WRB,,, RU_1,,, RU_2,,, RU_3,,, RU_4,,, ELB_M,,, ELB_L,,, H_1,,, H_2,,, H_3,,, H_4,,, H_5,,, H_6,,, SA_1,,, SA_2,,, SA_3,,, CS_1,,, CS_2,,, CS_3,,, CS_4,,
X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
263.655,316.072,36.9079,321.826,327.363,18.5666,292.907,509.175,93.9517,286.921,446.985,73.5625,323.177,448.058,35.0183,318.245,517.562,52.1196,240.099,585.763,27.7743,306.674,576.657,67.7012,269.677,582.796,157.41,248.934,599.624,204.091,236.467,612.621,246.597,257.845,644.826,236.916,268.48,635.391,195.07,282.388,621.53,147.573,170.494,743.428,341.468,139.616,641.934,322.965,157.68,667.928,358.826,1.34126,616.51,286.646,2.12849,626.261,315.785,45.67,625.786,313.848,46.5104,614.004,285.507
263.648,316.056,36.8984,321.824,327.362,18.5671,292.907,509.175,93.9516,286.918,446.983,73.5624,323.177,448.058,35.0191,318.244,517.561,52.1184,240.102,585.763,27.779,306.679,576.657,67.7028,269.632,582.759,157.4,248.935,599.621,204.095,236.468,612.61,246.597,257.85,644.823,236.92,268.482,635.388,195.071,282.388,621.528,147.572,170.498,743.424,341.471,139.618,641.93,322.972,157.685,667.925,358.833,1.35309,616.489,286.662,2.12967,626.253,315.795,45.6714,625.777,313.861,46.5106,613.992,285.517
263.648,316.055,36.8979,321.825,327.362,18.5649,292.909,509.175,93.9513,286.919,446.983,73.5624,323.18,448.059,35.0225,318.248,517.563,52.1215,240.097,585.76,27.7839,306.68,576.659,67.7066,269.677,582.79,157.412,248.938,599.616,204.097,236.47,612.606,246.6,257.85,644.816,236.921,268.482,635.385,195.073,282.389,621.527,147.572,170.499,743.422,341.475,139.622,641.922,322.977,157.688,667.917,358.837,1.35491,616.478,286.668,2.12873,626.243,315.809,45.6749,625.772,313.867,46.5174,613.973,285.54
263.659,316.073,36.8909,321.826,327.361,18.5676,292.91,509.171,93.9622,286.923,446.984,73.5639,323.181,448.059,35.0213,318.25,517.562,52.1213,240.101,585.763,27.7812,306.586,576.672,67.7,269.68,582.788,157.414,248.941,599.612,204.101,236.471,612.6,246.601,257.853,644.811,236.923,268.485,635.382,195.076,282.394,621.527,147.575,170.5,743.417,341.477,139.625,641.921,322.983,157.692,667.915,358.843,1.35635,616.463,286.677,2.13107,626.232,315.819,45.6736,625.763,313.878,46.509,613.957,285.555
263.648,316.054,36.8971,321.825,327.362,18.5664,292.91,509.174,93.9533,286.922,446.983,73.5638,323.181,448.058,35.0202,318.25,517.562,52.1226,240.104,585.757,27.782,306.584,576.671,67.6979,269.68,582.784,157.416,248.942,599.607,204.103,236.473,612.593,246.605,257.853,644.806,236.927,268.485,635.377,195.078,282.394,621.525,147.576,170.484,743.398,341.52,139.627,641.916,322.99,157.686,667.906,358.851,1.35729,616.445,286.687,2.12764,626.225,315.839,45.6833,625.75,313.884,46.5008,613.949,285.591
263.665,316.087,36.8997,321.825,327.36,18.567,292.919,509.176,93.9637,286.924,446.982,73.5646,323.186,448.056,35.0213,318.252,517.56,52.1211,240.11,585.758,27.7845,306.689,576.659,67.713,269.683,582.781,157.418,248.945,599.603,204.108,236.468,612.579,246.604,257.866,644.795,236.935,268.485,635.367,195.083,282.396,621.523,147.576,170.488,743.394,341.524,139.642,641.917,322.979,157.694,667.907,358.855,1.3598,616.432,286.697,2.13494,626.207,315.857,45.682,625.739,313.895,46.505,613.94,285.598
263.656,316.071,36.9091,321.827,327.361,18.5665,292.916,509.17,93.9552,286.928,446.982,73.5651,323.187,448.056,35.02,318.254,517.56,52.1223,240.108,585.756,27.7867,306.591,576.67,67.6985,269.685,582.776,157.422,248.947,599.598,204.111,236.471,612.573,246.607,257.86,644.787,236.967,268.488,635.363,195.088,282.398,621.521,147.575,170.51,743.399,341.529,139.633,641.909,322.999,157.699,667.901,358.859,1.35732,616.406,286.711,2.13493,626.197,315.864,45.6852,625.731,313.9,46.5097,613.942,285.609
263.657,316.071,36.9092,321.828,327.361,18.5675,292.925,509.173,93.9686,286.93,446.981,73.5676,323.189,448.053,35.0232,318.256,517.559,52.1241,240.114,585.755,27.7856,306.825,576.606,67.8704,269.688,582.773,157.422,248.95,599.594,204.115,236.476,612.558,246.611,257.861,644.781,236.97,268.491,635.356,195.091,282.4,621.52,147.578,170.487,743.385,341.528,139.635,641.904,323.005,157.701,667.898,358.864,1.35376,616.367,286.735,2.13442,626.185,315.871,45.6866,625.724,313.918,46.5077,613.939,285.628
263.657,316.07,36.9088,321.829,327.361,18.5681,292.92,509.168,93.9588,286.933,446.983,73.5689,323.191,448.052,35.0224,318.259,517.558,52.1242,240.115,585.756,27.7915,306.833,576.607,67.8789,269.69,582.767,157.425,248.952,599.587,204.119,236.476,612.551,246.614,257.862,644.777,236.973,268.497,635.346,195.092,282.402,621.518,147.578,170.49,743.38,341.533,139.638,641.899,323.01,157.697,667.892,358.873,1.35383,616.352,286.741,2.13068,626.158,315.893,45.6959,625.707,313.925,46.5119,613.927,285.636
263.659,316.071,36.9096,321.83,327.36,18.5673,292.933,509.17,93.9699,286.936,446.982,73.5713,323.189,448.055,35.0199,318.262,517.559,52.1272,240.121,585.754,27.7965,306.835,576.605,67.8739,269.694,582.763,157.428,248.957,599.583,204.123,236.481,612.548,246.619,257.868,644.774,236.98,268.503,635.342,195.097,282.403,621.516,147.578,170.489,743.373,341.535,139.646,641.89,323.02,157.706,667.889,358.875,1.3544,616.329,286.758,2.13423,626.15,315.903,45.6879,625.679,313.929,46.5158,613.919,285.65
263.65,316.053,36.9025,321.83,327.359,18.5675,292.935,509.168,93.9712,286.945,446.972,73.5732,323.193,448.053,35.022,318.265,517.558,52.1283,240.127,585.751,27.7941,306.836,576.603,67.8739,269.695,582.758,157.431,248.962,599.578,204.131,236.483,612.543,246.621,257.867,644.767,236.98,268.505,635.336,195.101,282.404,621.512,147.578,170.489,743.367,341.538,139.648,641.884,323.025,157.712,667.884,358.886,1.35418,616.312,286.766,2.12659,626.133,315.929,45.6862,625.664,313.94,46.5083,613.9,285.665
263.652,316.052,36.9011,321.829,327.359,18.5675,292.939,509.167,93.9738,286.959,446.975,73.5835,323.2,448.05,35.026,318.277,517.564,52.1518,240.131,585.753,27.802,306.836,576.605,67.8784,269.698,582.753,157.436,248.966,599.571,204.137,236.487,612.538,246.626,257.868,644.763,236.983,268.507,635.33,195.105,282.407,621.51,147.579,170.49,743.362,341.542,139.652,641.876,323.036,157.708,667.875,358.895,1.35571,616.3,286.773,2.12796,626.121,315.937,45.6883,625.652,313.947,46.512,613.883,285.663
263.652,316.053,36.9,321.831,327.358,18.5714,292.944,509.166,93.974,286.951,446.972,73.5772,323.204,448.049,35.0268,318.272,517.557,52.1321,240.14,585.753,27.804,306.841,576.602,67.8759,269.701,582.75,157.438,248.972,599.564,204.143,236.492,612.533,246.63,257.871,644.759,236.987,268.511,635.326,195.107,282.409,621.507,147.581,170.49,743.354,341.544,139.668,641.858,323.033,157.71,667.869,358.902,1.35492,616.284,286.778,2.12953,626.113,315.946,45.6767,625.616,313.968,46.5379,613.961,285.731
263.649,316.054,36.8988,321.832,327.358,18.569,292.947,509.164,93.9766,286.964,446.975,73.5866,323.2,448.049,35.0236,318.283,517.565,52.1554,240.143,585.752,27.8053,306.844,576.603,67.8786,269.708,582.744,157.446,248.974,599.559,204.146,236.503,612.515,246.635,257.866,644.749,236.991,268.515,635.322,195.114,282.412,621.506,147.583,170.49,743.349,341.55,139.658,641.849,323.054,157.72,667.852,358.92,1.34907,616.261,286.799,2.09422,626.198,316.037,45.676,625.6,313.994,46.5407,613.94,285.73
263.661,316.069,36.9119,321.832,327.358,18.5684,292.95,509.164,93.9791,286.957,446.972,73.5786,323.19,448.028,34.9927,318.276,517.556,52.1346,240.15,585.746,27.8086,306.848,576.602,67.88,269.711,582.74,157.449,249.001,599.563,204.178,236.507,612.509,246.641,257.867,644.742,236.993,268.517,635.318,195.117,282.421,621.504,147.59,170.491,743.341,341.553,139.659,641.838,323.06,157.723,667.845,358.926,1.35177,616.245,286.805,2.09976,626.188,316.048,45.6696,625.586,314.006,46.4796,613.799,285.707
263.654,316.054,36.9028,321.834,327.358,18.5707,292.954,509.163,93.9783,286.959,446.974,73.5819,323.207,448.046,35.0268,318.281,517.557,52.1372,240.157,585.755,27.8129,306.85,576.602,67.8817,269.716,582.735,157.454,249.01,599.559,204.185,236.51,612.497,246.655,257.87,644.739,236.998,268.521,635.315,195.123,282.473,621.385,147.785,170.491,743.333,341.559,139.66,641.831,323.07,157.722,667.838,358.929,1.35149,616.233,286.811,2.10023,626.18,316.054,45.6696,625.577,314.015,46.4798,613.781,285.719
263.661,316.069,36.9126,321.834,327.358,18.5697,292.955,509.162,93.9812,286.97,446.975,73.5914,323.212,448.046,35.0288,318.292,517.563,52.1603,240.17,585.747,27.8115,306.853,576.602,67.8829,269.724,582.701,157.459,249.02,599.529,204.158,236.514,612.49,246.66,257.85,644.699,237.072,268.523,635.311,195.127,282.482,621.37,147.801,170.497,743.319,341.575,139.667,641.822,323.079,157.724,667.831,358.936,1.35043,616.223,286.816,2.10441,626.157,316.058,45.6737,625.555,314.025,46.4807,613.767,285.728
263.655,316.054,36.9034,321.835,327.358,18.5697,292.958,509.161,93.9845,286.971,446.974,73.5934,323.199,448.023,34.9984,318.296,517.561,52.1613,240.176,585.742,27.8137,306.855,576.601,67.8844,269.726,582.696,157.463,249.022,599.519,204.162,236.517,612.482,246.665,257.851,644.695,237.075,268.525,635.306,195.133,282.485,621.365,147.805,170.497,743.312,341.58,139.958,641.683,322.978,157.724,667.82,358.943,1.35048,616.212,286.823,2.06391,626,316.027,45.674,625.543,314.029,46.4825,613.756,285.735
263.651,316.052,36.8994,321.835,327.357,18.5727,292.961,509.16,93.9872,286.974,446.974,73.595,323.217,448.042,35.0316,318.3,517.563,52.1654,240.181,585.748,27.8229,306.857,576.601,67.8853,269.731,582.693,157.469,249.026,599.512,204.167,236.52,612.474,246.67,257.853,644.693,237.078,268.528,635.3,195.137,282.489,621.363,147.808,170.496,743.292,341.6,139.67,641.779,323.086,157.725,667.814,358.947,1.35032,616.198,286.829,2.06383,625.992,316.032,45.6773,625.533,314.038,46.4846,613.748,285.742
263.659,316.071,36.91,321.836,327.356,18.5719,292.963,509.156,93.9859,286.976,446.975,73.5963,323.219,448.042,35.0345,318.308,517.557,52.1704,240.188,585.755,27.8313,306.862,576.602,67.8895,269.735,582.689,157.473,249.026,599.505,204.17,236.522,612.466,246.677,257.854,644.688,237.081,268.532,635.291,195.155,282.492,621.358,147.814,170.496,743.285,341.602,139.665,641.771,323.091,157.723,667.805,358.952,1.3525,616.186,286.841,2.06622,625.982,316.041,45.6663,625.514,314.044,46.485,613.731,285.754
263.66,316.069,36.9125,321.836,327.355,18.572,292.967,509.155,93.9898,286.978,446.975,73.5996,323.224,448.04,35.0397,318.31,517.556,52.1718,240.195,585.75,27.8304,306.865,576.602,67.891,269.74,582.683,157.478,249.028,599.497,204.174,236.524,612.457,246.685,257.855,644.683,237.085,268.536,635.286,195.163,282.797,621.433,148.402,170.497,743.276,341.607,139.689,641.748,323.101,157.726,667.792,358.967,1.35395,616.175,286.847,2.0642,625.973,316.052,45.6662,625.508,314.059,46.4875,613.725,285.767
263.656,316.059,36.9066,321.836,327.355,18.5735,292.968,509.154,93.9915,286.98,446.974,73.6012,323.226,448.039,35.0372,318.313,517.556,52.1749,240.195,585.748,27.8323,306.868,576.603,67.892,269.742,582.678,157.481,249.031,599.49,204.179,236.527,612.448,246.692,257.855,644.679,237.088,268.538,635.278,195.167,282.842,621.436,148.481,170.494,743.268,341.612,139.702,641.717,323.107,157.705,667.773,358.971,1.3526,616.165,286.853,2.06451,625.96,316.055,45.6588,625.491,314.065,46.4936,613.714,285.77
263.653,316.053,36.9019,321.839,327.354,18.5754,292.969,509.153,93.9931,286.984,446.975,73.6027,323.228,448.04,35.0414,318.316,517.557,52.1782,240.199,585.753,27.8393,306.868,576.601,67.8927,269.746,582.674,157.487,249.034,599.479,204.185,236.53,612.426,246.695,257.86,644.675,237.093,268.541,635.271,195.176,282.831,621.429,148.458,170.499,743.265,341.619,139.704,641.705,323.115,157.744,667.743,358.999,1.35452,616.122,286.862,2.06511,625.95,316.064,45.6575,625.479,314.07,46.4681,613.572,285.734
263.661,316.068,36.9122,321.838,327.355,18.5731,292.969,509.154,93.9975,286.983,446.975,73.6039,323.231,448.038,35.0416,318.318,517.556,52.1787,240.208,585.747,27.8422,306.873,576.602,67.8942,269.746,582.669,157.488,249.034,599.471,204.19,236.527,612.413,246.713,257.857,644.681,237.072,268.543,635.261,195.175,282.834,621.425,148.465,170.499,743.256,341.624,139.716,641.69,323.149,157.742,667.736,358.999,1.3585,616.104,286.87,2.07667,625.911,316.074,45.6628,625.473,314.077,46.4685,613.561,285.74
263.66,316.059,36.9046,321.838,327.354,18.5753,292.974,509.152,93.9988,286.987,446.974,73.6056,323.231,448.036,35.0424,318.322,517.555,52.1814,240.216,585.747,27.8458,306.876,576.603,67.897,269.747,582.664,157.492,249.034,599.455,204.186,236.528,612.405,246.724,257.894,644.716,237.097,268.546,635.247,195.195,282.836,621.418,148.467,170.497,743.249,341.627,139.724,641.691,323.136,157.749,667.736,359.002,1.35518,616.082,286.879,2.08845,625.896,316.086,45.6686,625.439,314.075,46.4724,613.553,285.746
263.665,316.07,36.9132,321.84,327.353,18.5754,292.974,509.153,93.9995,286.988,446.974,73.6088,323.235,448.034,35.0447,318.327,517.556,52.1855,240.218,585.753,27.8496,306.877,576.603,67.8992,269.75,582.66,157.495,249.03,599.439,204.214,236.531,612.398,246.729,257.868,644.671,237.095,268.551,635.244,195.205,282.926,621.361,148.583,170.498,743.243,341.634,139.725,641.681,323.148,157.741,667.726,359.006,1.35623,616.07,286.885,2.09064,625.887,316.09,45.6819,625.431,314.091,46.4716,613.545,285.748
263.658,316.059,36.906,321.839,327.353,18.5767,292.978,509.15,94.0022,286.99,446.973,73.6096,323.238,448.032,35.0451,318.327,517.554,52.1851,240.224,585.751,27.8524,306.88,576.603,67.9003,269.748,582.641,157.528,249.029,599.429,204.216,236.532,612.391,246.735,257.887,644.686,237.11,268.55,635.226,195.238,282.933,621.357,148.6,170.498,743.237,341.641,139.726,641.675,323.152,157.738,667.72,359.01,1.36041,616.057,286.89,2.09378,625.876,316.097,45.6843,625.421,314.096,46.4741,613.536,285.756
263.655,316.053,36.9027,321.84,327.353,18.5754,292.979,509.15,94.0041,286.992,446.973,73.6116,323.242,448.031,35.0517,318.33,517.553,52.1864,240.212,585.744,27.8636,306.881,576.603,67.9013,269.75,582.633,157.534,249.027,599.425,204.221,236.533,612.384,246.74,257.894,644.683,237.116,268.56,635.218,195.249,282.936,621.351,148.603,170.499,743.232,341.646,139.731,641.669,323.163,157.738,667.717,359.014,1.36361,616.036,286.904,2.09498,625.867,316.102,45.6786,625.41,314.096,46.484,613.517,285.757
263.659,316.055,36.9085,321.841,327.353,18.5762,292.981,509.15,94.0059,286.996,446.974,73.614,323.245,448.032,35.0518,318.333,517.553,52.1906,240.211,585.747,27.8672,306.883,576.603,67.9025,269.776,582.617,157.549,249.029,599.425,204.225,236.534,612.378,246.746,257.893,644.678,237.119,268.563,635.211,195.253,282.939,621.345,148.609,170.501,743.238,341.648,139.734,641.663,323.169,157.733,667.715,359.047,1.36626,616.019,286.911,2.10075,625.846,316.11,45.6792,625.397,314.102,46.4927,613.497,285.761
263.658,316.054,36.906,321.841,327.352,18.5775,292.989,509.152,94.0176,287.001,446.973,73.612,323.247,448.031,35.0549,318.329,517.546,52.1832,240.233,585.744,27.864,306.887,576.604,67.9062,269.741,582.59,157.555,249.029,599.418,204.229,236.534,612.371,246.747,257.902,644.668,237.133,268.566,635.203,195.26,282.95,621.342,148.625,170.499,743.234,341.655,139.737,641.656,323.176,157.733,667.712,359.049,1.36484,616.008,286.916,2.10143,625.838,316.114,45.686,625.393,314.107,46.4979,613.472,285.778
263.658,316.059,36.9043,321.843,327.352,18.5775,292.998,509.151,94.0218,286.999,446.973,73.6153,323.248,448.029,35.054,318.34,517.554,52.1945,240.231,585.756,27.8792,306.888,576.603,67.905,269.778,582.604,157.558,249.029,599.414,204.232,236.537,612.366,246.753,257.904,644.665,237.138,268.567,635.192,195.261,282.957,621.337,148.639,170.499,743.228,341.654,139.725,641.647,323.187,157.729,667.705,359.051,1.36973,615.994,286.921,2.10485,625.826,316.119,45.6847,625.38,314.111,46.4993,613.462,285.783
263.657,316.057,36.9046,321.842,327.352,18.5785,293.001,509.15,94.0241,287.002,446.974,73.6174,323.253,448.027,35.0578,318.335,517.546,52.1852,240.231,585.755,27.8877,306.891,576.603,67.9062,269.745,582.577,157.564,249.033,599.406,204.238,236.541,612.354,246.75,257.908,644.663,237.141,268.571,635.186,195.265,282.961,621.332,148.644,170.505,743.22,341.673,139.736,641.643,323.182,157.729,667.7,359.055,1.3618,615.951,286.955,2.10498,625.819,316.123,45.6804,625.368,314.114,46.5071,613.454,285.789
263.663,316.06,36.9106,321.842,327.352,18.5778,293.004,509.15,94.0241,287.002,446.973,73.6191,323.258,448.019,35.0995,318.339,517.546,52.1869,240.237,585.756,27.886,306.894,576.604,67.9085,269.748,582.578,157.565,249.036,599.401,204.24,236.543,612.355,246.763,257.909,644.659,237.144,268.574,635.182,195.27,282.967,621.328,148.649,170.494,743.207,341.666,139.737,641.639,323.188,157.729,667.699,359.054,1.36239,615.939,286.961,2.10803,625.81,316.129,45.6826,625.362,314.119,46.5108,613.44,285.795
263.659,316.054,36.9067,321.844,327.351,18.5801,293.006,509.15,94.027,287.009,446.968,73.6155,323.258,448.026,35.0611,318.348,517.551,52.1992,240.244,585.753,27.891,306.896,576.603,67.9092,269.75,582.576,157.57,249.037,599.397,204.244,236.549,612.347,246.758,257.917,644.656,237.15,268.575,635.175,195.272,282.966,621.324,148.648,170.482,743.193,341.657,139.744,641.632,323.194,157.728,667.693,359.059,1.36657,615.923,286.967,2.11293,625.802,316.134,45.6871,625.356,314.124,46.5128,613.434,285.798
263.661,316.055,36.9086,321.845,327.35,18.5799,293.009,509.144,94.0312,287.009,446.974,73.6224,323.263,448.024,35.0642,318.345,517.545,52.1901,240.245,585.759,27.8917,306.901,576.604,67.9112,269.753,582.573,157.57,249.038,599.392,204.246,236.553,612.344,246.76,257.917,644.653,237.148,268.581,635.174,195.281,282.973,621.322,148.656,170.483,743.19,341.661,139.733,641.626,323.203,157.729,667.69,359.061,1.36598,615.91,286.975,2.13266,625.793,316.15,45.6891,625.34,314.136,46.5162,613.42,285.811
263.664,316.061,36.9122,321.846,327.351,18.5802,293.012,509.148,94.0296,287.009,446.968,73.6174,323.265,448.026,35.0635,318.367,517.551,52.2094,240.251,585.757,27.8941,306.904,576.604,67.9141,269.756,582.569,157.573,249.039,599.39,204.244,236.557,612.341,246.763,257.919,644.652,237.15,268.585,635.174,195.285,282.978,621.319,148.662,170.479,743.185,341.66,139.745,641.616,323.202,157.729,667.686,359.061,1.36289,615.895,286.988,2.12955,625.772,316.165,45.6893,625.332,314.141,46.5224,613.412,285.816
263.661,316.056,36.9094,321.846,327.35,18.5806,293.014,509.148,94.0318,287.007,446.972,73.6234,323.267,448.021,35.0626,318.363,517.543,52.2006,240.253,585.754,27.8967,306.903,576.602,67.9117,269.759,582.57,157.575,249.043,599.385,204.247,236.561,612.336,246.765,257.92,644.649,237.15,268.586,635.169,195.286,282.983,621.316,148.67,170.48,743.181,341.661,139.755,641.613,323.207,157.73,667.683,359.063,1.3658,615.881,286.995,2.13349,625.76,316.17,45.6989,625.326,314.15,46.5234,613.401,285.826
263.663,316.056,36.9097,321.847,327.351,18.5783,293.015,509.148,94.0304,287.012,446.981,73.6328,323.272,448.021,35.0657,318.373,517.55,52.2101,240.261,585.756,27.8957,306.907,576.603,67.9137,269.763,582.567,157.576,249.05,599.382,204.247,236.565,612.332,246.767,257.923,644.648,237.153,268.589,635.168,195.288,283.006,621.313,148.689,170.483,743.179,341.662,139.757,641.609,323.21,157.732,667.681,359.066,1.36779,615.872,287,2.13295,625.752,316.175,45.7009,625.318,314.154,46.5199,613.376,285.841
263.67,316.071,36.9196,321.847,327.351,18.5788,293.019,509.142,94.0331,287.018,446.975,73.6268,323.272,448.021,35.0616,318.386,517.537,52.2175,240.262,585.756,27.9013,306.91,576.602,67.9135,269.767,582.566,157.578,249.054,599.378,204.247,236.57,612.329,246.768,257.929,644.651,237.157,268.593,635.165,195.289,283.008,621.31,148.688,170.484,743.175,341.664,139.758,641.606,323.21,157.734,667.678,359.069,1.36785,615.867,287.011,2.13749,625.742,316.182,45.7035,625.3,314.154,46.5214,613.368,285.844
263.665,316.061,36.9115,321.847,327.35,18.5786,293.021,509.141,94.0324,287.02,446.975,73.6269,323.275,448.02,35.0624,318.38,517.529,52.2077,240.267,585.755,27.8992,306.912,576.603,67.9137,269.769,582.563,157.578,249.058,599.375,204.248,236.575,612.327,246.77,257.93,644.649,237.156,268.597,635.161,195.291,283.009,621.309,148.684,170.483,743.171,341.663,139.733,641.582,323.228,157.736,667.676,359.07,1.36971,615.855,287.014,2.14533,625.728,316.181,45.703,625.292,314.158,46.5258,613.354,285.856
