 WRA,,, WRB,,, RU_1,,, RU_2,,, RU_3,,, RU_4,,, ELB_M,,, ELB_L,,, H_1,,, H_2,,, H_3,,, H_4,,, H_5,,, H_6,,, SA_1,,, SA_2,,, SA_3,,, CS_1,,, CS_2,,, CS_3,,, CS_4,,
X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
263.663,316.103,36.8951,321.721,327.45,18.3601,292.514,509.501,93.133,286.651,447.274,73.0232,322.828,448.284,34.4169,317.866,517.796,51.4115,239.241,585.865,26.9226,306.064,576.865,66.6032,269.362,583.142,156.476,248.679,599.944,203.122,236.168,612.981,245.663,257.446,645.245,235.795,267.972,635.884,193.885,281.824,621.907,146.389,170.302,743.325,340.824,139.335,642.134,321.978,157.524,667.856,357.869,1.30802,616.971,285.733,2.10958,626.519,315.006,45.7047,626.112,312.948,46.523,614.513,284.452
263.663,316.103,36.8956,321.721,327.456,18.3573,292.516,509.501,93.1309,286.652,447.271,73.0261,322.83,448.282,34.4176,317.866,517.796,51.4129,239.249,585.866,26.9195,306.065,576.865,66.6031,269.361,583.141,156.476,248.679,599.944,203.122,236.168,612.981,245.663,257.446,645.245,235.794,267.971,635.885,193.885,281.824,621.907,146.389,170.304,743.327,340.825,139.329,642.142,321.972,157.525,667.856,357.87,1.3075,616.972,285.732,2.10832,626.518,315.007,45.712,626.116,312.949,46.5175,614.486,284.466
263.664,316.104,36.8957,321.723,327.45,18.3603,292.518,509.501,93.1325,286.653,447.271,73.0252,322.831,448.282,34.4162,317.825,517.725,51.3573,239.245,585.867,26.9279,306.063,576.863,66.6022,269.364,583.144,156.475,248.681,599.944,203.121,236.169,612.984,245.662,257.446,645.249,235.794,267.971,635.887,193.884,281.826,621.908,146.39,170.301,743.325,340.824,139.334,642.134,321.976,157.522,667.856,357.869,1.30437,616.97,285.734,2.1063,626.517,315.006,45.6999,626.107,312.951,46.5167,614.484,284.465
263.664,316.104,36.8967,321.711,327.464,18.3484,292.521,509.501,93.1332,286.655,447.273,73.0248,322.83,448.283,34.4179,317.88,517.798,51.3818,239.247,585.863,26.9232,306.065,576.863,66.6025,269.365,583.145,156.476,248.681,599.945,203.121,236.168,612.982,245.661,257.445,645.248,235.794,267.972,635.889,193.885,281.828,621.908,146.391,170.302,743.325,340.823,139.335,642.132,321.978,157.522,667.856,357.871,1.30412,616.969,285.731,2.10365,626.516,315.003,45.7022,626.109,312.947,46.5131,614.482,284.463
263.656,316.103,36.8931,321.712,327.46,18.3516,292.521,509.5,93.133,286.656,447.272,73.0227,322.831,448.281,34.4147,317.869,517.795,51.4127,239.251,585.865,26.9183,306.066,576.863,66.6023,269.366,583.145,156.475,248.68,599.945,203.121,236.169,612.982,245.663,257.446,645.25,235.794,267.983,635.891,193.887,281.828,621.907,146.39,170.302,743.326,340.823,139.333,642.132,321.979,157.523,667.855,357.87,1.29799,616.971,285.732,2.10329,626.517,315.001,45.7027,626.107,312.947,46.5104,614.482,284.459
263.664,316.104,36.8961,321.724,327.45,18.3594,292.523,509.501,93.133,286.657,447.272,73.0237,322.834,448.282,34.4201,317.868,517.795,51.4117,239.255,585.868,26.9231,306.067,576.862,66.603,269.366,583.145,156.476,248.684,599.945,203.123,236.171,612.981,245.663,257.446,645.249,235.795,267.986,635.892,193.887,281.829,621.908,146.391,170.302,743.323,340.823,139.329,642.139,321.971,157.521,667.853,357.87,1.30144,616.97,285.727,2.10151,626.512,314.998,45.7031,626.108,312.944,46.5135,614.481,284.462
263.666,316.105,36.897,321.721,327.455,18.3571,292.523,509.499,93.1346,286.656,447.271,73.0241,322.833,448.282,34.4146,317.881,517.799,51.3832,239.247,585.87,26.9243,306.067,576.862,66.6027,269.365,583.141,156.475,248.681,599.942,203.121,236.172,612.981,245.663,257.447,645.25,235.795,267.987,635.888,193.89,281.83,621.907,146.391,170.302,743.322,340.823,139.333,642.131,321.975,157.514,667.85,357.866,1.3041,616.97,285.726,2.1022,626.516,314.994,45.7018,626.107,312.946,46.5178,614.5,284.45
263.665,316.104,36.8974,321.721,327.455,18.3572,292.523,509.5,93.1332,286.657,447.272,73.0239,322.834,448.281,34.416,317.87,517.794,51.4104,239.27,585.877,26.9326,306.069,576.861,66.606,269.364,583.14,156.478,248.679,599.94,203.122,236.151,612.957,245.648,257.446,645.246,235.795,267.987,635.884,193.889,281.877,621.779,146.623,170.303,743.32,340.824,139.334,642.128,321.979,157.547,667.841,357.877,1.30521,616.97,285.728,2.10103,626.517,314.992,45.7003,626.107,312.945,46.5146,614.482,284.461
263.664,316.104,36.8962,321.713,327.465,18.3468,292.524,509.5,93.1331,286.657,447.271,73.025,322.833,448.282,34.4146,317.882,517.797,51.3826,239.255,585.865,26.9236,306.069,576.861,66.6031,269.362,583.134,156.475,248.678,599.939,203.121,236.151,612.955,245.648,257.447,645.244,235.797,267.999,635.885,193.892,281.883,621.775,146.632,170.304,743.32,340.823,139.331,642.129,321.971,157.522,667.851,357.869,1.30287,616.968,285.729,2.10389,626.518,314.995,45.7016,626.11,312.942,46.5154,614.48,284.46
263.665,316.105,36.8971,321.72,327.455,18.3544,292.516,509.502,93.1301,286.658,447.271,73.0224,322.833,448.281,34.4116,317.87,517.795,51.4112,239.252,585.864,26.921,306.069,576.859,66.6006,269.362,583.133,156.476,248.679,599.937,203.121,236.149,612.955,245.647,257.447,645.24,235.796,267.999,635.883,193.891,281.881,621.772,146.628,170.303,743.317,340.822,139.331,642.13,321.972,157.52,667.85,357.867,1.30168,616.969,285.734,2.10499,626.521,314.997,45.7002,626.109,312.943,46.5147,614.48,284.462
263.667,316.106,36.8971,321.722,327.457,18.354,292.52,509.499,93.1311,286.659,447.272,73.0223,322.836,448.281,34.4139,317.87,517.795,51.4111,239.26,585.874,26.922,306.07,576.862,66.6015,269.359,583.131,156.476,248.677,599.937,203.12,236.148,612.953,245.646,257.447,645.237,235.798,267.989,635.873,193.89,281.88,621.768,146.627,170.301,743.315,340.819,139.389,642.193,321.996,157.538,667.835,357.871,1.29531,616.971,285.73,2.10377,626.519,315,45.7024,626.107,312.947,46.5126,614.48,284.461
263.671,316.117,36.8421,321.712,327.465,18.3466,292.52,509.499,93.1323,286.657,447.274,73.023,322.836,448.282,34.4193,317.882,517.799,51.3809,239.258,585.871,26.9166,306.069,576.861,66.6027,269.358,583.129,156.477,248.674,599.934,203.12,236.144,612.953,245.646,257.445,645.233,235.797,267.988,635.869,193.893,281.879,621.765,146.63,170.301,743.315,340.82,139.326,642.134,321.964,157.509,667.846,357.859,1.30432,616.969,285.726,2.10668,626.518,314.995,45.6991,626.105,312.942,46.5151,614.481,284.461
263.666,316.106,36.8986,321.724,327.451,18.3576,292.521,509.5,93.1319,286.656,447.274,73.022,322.833,448.284,34.4168,317.869,517.795,51.4106,239.255,585.877,26.9213,306.069,576.862,66.6012,269.355,583.127,156.474,248.673,599.935,203.12,236.143,612.952,245.647,257.446,645.232,235.797,267.98,635.868,193.896,281.88,621.763,146.631,170.299,743.315,340.819,139.326,642.124,321.967,157.507,667.845,357.859,1.29854,616.97,285.728,2.09874,626.515,314.99,45.6992,626.104,312.939,46.5089,614.486,284.453
263.667,316.107,36.8992,321.711,327.466,18.3461,292.519,509.5,93.1311,286.655,447.273,73.0217,322.833,448.282,34.4134,317.868,517.795,51.4093,239.25,585.868,26.9188,306.068,576.863,66.6007,269.353,583.126,156.475,248.669,599.932,203.12,236.139,612.95,245.645,257.442,645.23,235.798,267.977,635.864,193.894,281.879,621.764,146.633,170.296,743.313,340.818,139.327,642.125,321.966,157.507,667.844,357.859,1.29462,616.971,285.719,2.09901,626.509,314.974,45.6995,626.101,312.937,46.5102,614.489,284.445
263.667,316.118,36.8392,321.725,327.452,18.3543,292.519,509.5,93.1305,286.654,447.272,73.0224,322.835,448.284,34.4099,317.868,517.796,51.4086,239.258,585.874,26.9148,306.069,576.863,66.6002,269.353,583.126,156.474,248.668,599.93,203.12,236.138,612.948,245.648,257.441,645.229,235.798,267.975,635.863,193.893,281.879,621.762,146.63,170.281,743.308,340.813,139.324,642.123,321.963,157.498,667.838,357.859,1.29355,616.971,285.714,2.09668,626.513,314.955,45.706,626.096,312.908,46.5064,614.485,284.439
263.665,316.106,36.8968,321.714,327.46,18.348,292.516,509.502,93.1252,286.655,447.276,73.0202,322.832,448.285,34.4087,317.879,517.801,51.3788,239.247,585.872,26.917,306.06,576.857,66.5865,269.352,583.124,156.474,248.652,599.926,203.114,236.136,612.947,245.645,257.438,645.229,235.796,267.972,635.86,193.895,281.876,621.763,146.633,170.279,743.305,340.813,139.321,642.118,321.964,157.494,667.836,357.858,1.28235,616.976,285.703,2.09286,626.508,314.952,45.7029,626.089,312.905,46.5041,614.485,284.433
263.665,316.106,36.8967,321.712,327.462,18.3472,292.515,509.504,93.1228,286.656,447.275,73.0192,322.822,448.282,34.4003,317.88,517.8,51.3778,239.251,585.873,26.9175,306.059,576.858,66.584,269.349,583.125,156.471,248.655,599.926,203.113,236.135,612.945,245.642,257.437,645.229,235.796,267.972,635.861,193.889,281.875,621.763,146.63,170.274,743.301,340.814,139.319,642.114,321.963,157.493,667.833,357.858,1.27819,616.98,285.695,2.08763,626.505,314.947,45.7036,626.082,312.905,46.5002,614.484,284.429
263.663,316.116,36.8352,321.713,327.463,18.3469,292.515,509.504,93.1224,286.654,447.276,73.0182,322.821,448.279,34.3953,317.879,517.801,51.3767,239.252,585.878,26.9129,306.058,576.857,66.5823,269.347,583.124,156.472,248.65,599.924,203.11,236.133,612.942,245.64,257.436,645.229,235.797,267.97,635.862,193.891,281.875,621.762,146.63,170.265,743.289,340.807,139.318,642.11,321.964,157.49,667.83,357.857,1.27663,616.974,285.69,2.08311,626.503,314.938,45.7004,626.076,312.903,46.4949,614.478,284.425
263.667,316.118,36.8343,321.713,327.461,18.3467,292.514,509.505,93.1194,286.654,447.277,73.0153,322.823,448.28,34.3956,317.879,517.801,51.3739,239.253,585.871,26.9085,306.059,576.859,66.5813,269.348,583.122,156.467,248.652,599.922,203.109,236.134,612.941,245.642,257.434,645.228,235.794,267.967,635.861,193.889,281.875,621.764,146.629,170.264,743.284,340.807,139.32,642.107,321.967,157.518,667.814,357.868,1.27384,616.97,285.685,2.08104,626.494,314.937,45.6941,626.068,312.893,46.496,614.465,284.429
263.662,316.105,36.8948,321.711,327.463,18.3448,292.514,509.505,93.1174,286.651,447.277,73.0156,322.823,448.28,34.394,317.877,517.8,51.3727,239.252,585.872,26.909,306.06,576.859,66.5808,269.347,583.123,156.467,248.647,599.919,203.105,236.132,612.935,245.638,257.432,645.226,235.794,267.968,635.863,193.889,281.872,621.764,146.628,170.263,743.279,340.807,139.317,642.1,321.962,157.514,667.807,357.868,1.27032,616.968,285.681,2.0732,626.496,314.93,45.6947,626.063,312.892,46.4991,614.462,284.429
263.662,316.104,36.8943,321.71,327.462,18.3449,292.51,509.504,93.1155,286.651,447.278,73.0145,322.822,448.279,34.3942,317.877,517.799,51.3731,239.252,585.872,26.908,306.06,576.859,66.5796,269.346,583.121,156.463,248.646,599.917,203.103,236.13,612.929,245.634,257.431,645.222,235.792,267.965,635.859,193.888,281.867,621.76,146.615,170.264,743.273,340.809,139.39,642.173,321.997,157.487,667.777,357.842,1.26609,616.969,285.676,2.06787,626.494,314.921,45.6908,626.057,312.891,46.4935,614.453,284.429
263.665,316.117,36.8341,321.712,327.462,18.3464,292.51,509.505,93.1153,286.651,447.278,73.013,322.823,448.279,34.3926,317.878,517.799,51.3728,239.255,585.87,26.9071,306.062,576.858,66.5794,269.345,583.119,156.46,248.648,599.913,203.1,236.129,612.929,245.631,257.432,645.22,235.79,267.963,635.856,193.886,281.875,621.764,146.627,170.263,743.267,340.811,139.316,642.074,321.959,157.493,667.769,357.85,1.26382,616.969,285.673,2.06202,626.495,314.918,45.6841,626.054,312.888,46.4925,614.455,284.426
263.661,316.105,36.8928,321.711,327.462,18.3443,292.51,509.505,93.1133,286.651,447.276,73.0113,322.821,448.278,34.39,317.878,517.799,51.3691,239.257,585.868,26.9056,306.06,576.857,66.5722,269.346,583.12,156.46,248.644,599.911,203.1,236.128,612.924,245.631,257.429,645.212,235.787,267.963,635.855,193.887,281.868,621.76,146.616,170.266,743.264,340.816,139.394,642.164,321.997,157.519,667.787,357.868,1.26407,616.962,285.663,2.05812,626.492,314.913,45.6834,626.055,312.887,46.4939,614.452,284.428
263.664,316.116,36.8325,321.711,327.46,18.3449,292.509,509.504,93.1119,286.65,447.276,73.0103,322.822,448.28,34.3879,317.879,517.799,51.3697,239.252,585.868,26.9044,306.06,576.859,66.5749,269.345,583.117,156.458,248.643,599.907,203.099,236.126,612.919,245.631,257.428,645.206,235.787,267.963,635.852,193.886,281.867,621.759,146.612,170.268,743.26,340.818,139.41,642.146,322.016,157.518,667.783,357.868,1.26238,616.962,285.663,2.0566,626.495,314.913,45.682,626.05,312.886,46.4896,614.451,284.425
263.662,316.105,36.8915,321.71,327.463,18.3455,292.509,509.503,93.1131,286.653,447.277,73.0112,322.822,448.281,34.391,317.878,517.799,51.3707,239.257,585.867,26.9039,306.061,576.858,66.5754,269.345,583.118,156.456,248.642,599.897,203.099,236.123,612.914,245.631,257.43,645.202,235.791,267.963,635.853,193.888,281.867,621.758,146.614,170.271,743.258,340.822,139.411,642.145,322.012,157.521,667.778,357.871,1.26148,616.96,285.664,2.05364,626.49,314.914,45.6895,626.064,312.889,46.4887,614.448,284.428
263.662,316.105,36.8926,321.71,327.463,18.3396,292.508,509.503,93.1136,286.653,447.276,73.013,322.822,448.279,34.3879,317.879,517.801,51.3698,239.251,585.865,26.9059,306.059,576.856,66.5781,269.347,583.118,156.459,248.638,599.894,203.1,236.123,612.912,245.634,257.431,645.196,235.795,267.964,635.846,193.891,281.874,621.764,146.626,170.273,743.257,340.829,139.415,642.144,322.01,157.521,667.775,357.873,1.2621,616.959,285.665,2.0556,626.49,314.913,45.6802,626.05,312.889,46.4901,614.445,284.429
263.667,316.119,36.8354,321.711,327.462,18.346,292.51,509.503,93.1153,286.652,447.277,73.0131,322.822,448.278,34.3905,317.878,517.8,51.3705,239.254,585.866,26.9091,306.061,576.858,66.5784,269.348,583.118,156.461,248.635,599.895,203.099,236.13,612.904,245.637,257.431,645.192,235.8,267.964,635.846,193.896,281.868,621.761,146.62,170.275,743.257,340.831,139.416,642.141,322.012,157.522,667.774,357.872,1.26526,616.956,285.667,2.05438,626.488,314.914,45.6906,626.058,312.892,46.4907,614.446,284.429
263.662,316.105,36.8929,321.711,327.463,18.3443,292.509,509.501,93.1186,286.653,447.277,73.0153,322.822,448.28,34.394,317.879,517.801,51.375,239.25,585.864,26.9133,306.061,576.857,66.5824,269.348,583.116,156.462,248.636,599.895,203.102,236.13,612.901,245.641,257.428,645.186,235.81,267.969,635.844,193.902,281.869,621.761,146.621,170.281,743.259,340.835,139.418,642.142,322.01,157.524,667.773,357.874,1.26834,616.954,285.666,2.05677,626.489,314.916,45.6917,626.057,312.895,46.493,614.446,284.431
263.663,316.106,36.8945,321.711,327.461,18.3453,292.51,509.502,93.1206,286.654,447.275,73.0177,322.822,448.279,34.3956,317.879,517.798,51.3764,239.253,585.866,26.9168,306.07,576.862,66.5962,269.35,583.117,156.466,248.637,599.894,203.107,236.132,612.901,245.645,257.429,645.182,235.814,267.969,635.841,193.905,281.875,621.763,146.632,170.281,743.26,340.837,139.419,642.139,322.013,157.524,667.775,357.876,1.2688,616.955,285.669,2.05905,626.485,314.916,45.6893,626.048,312.893,46.4911,614.442,284.435
263.664,316.117,36.8345,321.71,327.46,18.348,292.511,509.503,93.1237,286.652,447.273,73.0182,322.822,448.279,34.4027,317.879,517.798,51.3788,239.257,585.861,26.9187,306.071,576.863,66.6014,269.349,583.113,156.47,248.641,599.891,203.11,236.132,612.9,245.647,257.434,645.184,235.822,267.971,635.839,193.91,281.875,621.763,146.635,170.285,743.263,340.839,139.421,642.141,322.013,157.524,667.776,357.877,1.27203,616.954,285.671,2.06136,626.487,314.92,45.7002,626.058,312.902,46.5007,614.442,284.44
263.662,316.116,36.8305,321.709,327.461,18.3487,292.51,509.504,93.1277,286.65,447.274,73.0212,322.821,448.276,34.4031,317.868,517.793,51.4088,239.261,585.87,26.9202,306.071,576.863,66.6023,269.35,583.114,156.475,248.641,599.898,203.114,236.136,612.904,245.653,257.437,645.184,235.825,267.976,635.842,193.911,281.876,621.758,146.64,170.288,743.266,340.842,139.424,642.14,322.012,157.525,667.778,357.88,1.27114,616.961,285.68,2.06421,626.488,314.921,45.6948,626.046,312.901,46.5035,614.45,284.437
263.663,316.118,36.8338,321.71,327.462,18.3488,292.513,509.5,93.135,286.65,447.272,73.0236,322.822,448.276,34.4073,317.87,517.795,51.4142,239.271,585.876,26.9369,306.075,576.863,66.6074,269.351,583.111,156.476,248.647,599.895,203.116,236.138,612.907,245.653,257.44,645.186,235.827,267.979,635.84,193.918,281.878,621.757,146.631,170.294,743.272,340.844,139.424,642.143,322.013,157.53,667.782,357.881,1.27517,616.961,285.682,2.07282,626.487,314.922,45.6993,626.052,312.901,46.5057,614.448,284.442
263.66,316.117,36.8322,321.71,327.461,18.3506,292.515,509.5,93.1375,286.651,447.274,73.0233,322.825,448.274,34.4127,317.871,517.792,51.4147,239.274,585.871,26.9372,306.077,576.863,66.6114,269.352,583.111,156.481,248.651,599.898,203.12,236.144,612.912,245.658,257.443,645.191,235.829,267.983,635.84,193.919,281.882,621.755,146.633,170.296,743.275,340.845,139.428,642.143,322.014,157.529,667.785,357.88,1.27733,616.962,285.685,2.07729,626.488,314.931,45.703,626.056,312.904,46.5075,614.452,284.441
263.662,316.117,36.8321,321.708,327.466,18.3483,292.515,509.498,93.14,286.651,447.272,73.0267,322.826,448.274,34.4141,317.872,517.793,51.4174,239.281,585.873,26.9408,306.08,576.86,66.6118,269.38,583.098,156.497,248.655,599.906,203.123,236.149,612.921,245.662,257.446,645.194,235.829,267.987,635.842,193.921,281.879,621.751,146.628,170.296,743.28,340.845,139.432,642.142,322.015,157.511,667.765,357.865,1.28156,616.962,285.688,2.0719,626.488,314.932,45.704,626.054,312.906,46.5086,614.453,284.444
263.662,316.108,36.8948,321.708,327.466,18.3476,292.519,509.497,93.1421,286.655,447.27,73.0282,322.835,448.278,34.425,317.873,517.793,51.4194,239.275,585.875,26.9463,306.084,576.859,66.617,269.383,583.101,156.501,248.672,599.908,203.132,236.153,612.926,245.663,257.447,645.202,235.83,267.991,635.847,193.921,281.884,621.752,146.635,170.319,743.297,340.857,139.434,642.143,322.017,157.541,667.795,357.89,1.28225,616.964,285.691,2.07776,626.488,314.935,45.7077,626.063,312.911,46.509,614.459,284.443
263.66,316.105,36.8942,321.71,327.46,18.3544,292.52,509.495,93.1447,286.655,447.271,73.0287,322.851,448.275,34.4436,317.876,517.792,51.4204,239.278,585.88,26.9478,306.087,576.858,66.6187,269.388,583.101,156.503,248.677,599.914,203.134,236.16,612.931,245.666,257.454,645.211,235.819,267.993,635.847,193.922,281.885,621.753,146.637,170.323,743.301,340.86,139.435,642.146,322.018,157.545,667.798,357.889,1.29317,616.963,285.7,2.08162,626.489,314.939,45.711,626.067,312.913,46.4964,614.483,284.432
263.662,316.117,36.8352,321.71,327.459,18.3551,292.542,509.484,93.155,286.656,447.27,73.0309,322.854,448.273,34.4435,317.877,517.792,51.423,239.288,585.879,26.9476,306.089,576.858,66.6218,269.391,583.102,156.506,248.702,599.928,203.164,236.163,612.939,245.666,257.456,645.218,235.82,268.006,635.857,193.92,281.887,621.756,146.636,170.323,743.303,340.86,139.436,642.145,322.02,157.545,667.801,357.889,1.29242,616.966,285.703,2.08192,626.49,314.942,45.7119,626.07,312.917,46.5151,614.463,284.448
263.663,316.118,36.8355,321.722,327.449,18.3613,292.542,509.485,93.1539,286.658,447.271,73.0325,322.855,448.274,34.4483,317.88,517.79,51.424,239.293,585.877,26.9431,305.999,576.874,66.6011,269.397,583.107,156.508,248.709,599.938,203.165,236.169,612.94,245.669,257.457,645.225,235.818,268.006,635.859,193.923,281.885,621.758,146.635,170.326,743.308,340.861,139.438,642.144,322.02,157.546,667.804,357.891,1.293,616.97,285.705,2.0843,626.491,314.946,45.7119,626.073,312.919,46.4976,614.491,284.433
263.664,316.109,36.8971,321.721,327.448,18.365,292.549,509.483,93.1617,286.662,447.269,73.0325,322.856,448.273,34.4498,317.88,517.79,51.4261,239.299,585.883,26.9472,305.999,576.874,66.5991,269.403,583.109,156.511,248.714,599.942,203.165,236.171,612.943,245.671,257.459,645.231,235.817,268.018,635.872,193.92,281.888,621.76,146.635,170.325,743.31,340.861,139.438,642.146,322.02,157.548,667.807,357.889,1.29342,616.97,285.71,2.0825,626.491,314.95,45.7024,626.082,312.943,46.5253,614.471,284.458
263.666,316.12,36.8379,321.72,327.455,18.3621,292.553,509.483,93.1658,286.662,447.271,73.0356,322.858,448.274,34.4504,317.883,517.79,51.4288,239.301,585.885,26.9458,306.093,576.858,66.627,269.408,583.112,156.512,248.717,599.946,203.167,236.192,612.969,245.684,257.455,645.24,235.827,268.02,635.876,193.924,281.888,621.763,146.644,170.326,743.32,340.872,139.439,642.147,322.024,157.55,667.809,357.893,1.29246,616.973,285.712,2.08134,626.495,314.961,45.7012,626.084,312.945,46.5258,614.47,284.465
263.665,316.108,36.8968,321.723,327.455,18.3607,292.558,509.486,93.1676,286.665,447.271,73.0368,322.861,448.273,34.4498,317.885,517.791,51.43,239.302,585.878,26.9432,306.003,576.875,66.6036,269.412,583.118,156.511,248.72,599.95,203.168,236.192,612.973,245.686,257.459,645.238,235.816,268.019,635.881,193.919,281.893,621.771,146.658,170.327,743.322,340.873,139.44,642.148,322.026,157.548,667.811,357.894,1.29166,616.979,285.714,2.0827,626.496,314.965,45.7028,626.089,312.945,46.4964,614.506,284.436
263.663,316.106,36.8978,321.722,327.449,18.3678,292.56,509.487,93.1696,286.665,447.27,73.0381,322.861,448.272,34.452,317.885,517.791,51.4305,239.301,585.879,26.9458,306.001,576.875,66.6025,269.415,583.12,156.514,248.723,599.954,203.171,236.194,612.974,245.688,257.456,645.246,235.826,268.019,635.884,193.918,281.916,621.793,146.67,170.326,743.324,340.874,139.436,642.149,322.026,157.549,667.813,357.895,1.28909,616.981,285.716,2.08167,626.496,314.966,45.6982,626.087,312.948,46.4949,614.503,284.445
263.665,316.119,36.8366,321.72,327.455,18.3632,292.562,509.486,93.1722,286.666,447.268,73.0379,322.861,448.272,34.4524,317.885,517.79,51.431,239.306,585.882,26.9479,306.002,576.877,66.6048,269.417,583.125,156.516,248.723,599.954,203.17,236.183,612.98,245.686,257.454,645.249,235.827,268.017,635.886,193.918,281.916,621.796,146.671,170.325,743.325,340.875,139.437,642.154,322.03,157.549,667.814,357.896,1.28859,616.983,285.717,2.07889,626.497,314.967,45.6994,626.092,312.95,46.6015,614.608,284.5
263.663,316.105,36.896,321.723,327.447,18.367,292.564,509.487,93.1732,286.667,447.268,73.04,322.862,448.271,34.4569,317.886,517.789,51.4333,239.307,585.883,26.9487,306.002,576.878,66.6076,269.417,583.126,156.516,248.723,599.956,203.172,236.183,612.98,245.687,257.454,645.25,235.829,268.017,635.889,193.922,281.916,621.799,146.671,170.323,743.326,340.877,139.434,642.151,322.028,157.545,667.815,357.895,1.27601,616.994,285.706,2.07884,626.499,314.967,45.6962,626.095,312.948,46.606,614.603,284.509
263.666,316.12,36.839,321.721,327.453,18.3663,292.566,509.488,93.1763,286.667,447.268,73.0409,322.862,448.271,34.458,317.887,517.789,51.4338,239.315,585.883,26.9481,306.098,576.86,66.6364,269.419,583.126,156.518,248.722,599.955,203.169,236.182,612.98,245.689,257.452,645.251,235.83,268.015,635.892,193.923,281.923,621.807,146.68,170.321,743.327,340.876,139.431,642.153,322.03,157.542,667.816,357.897,1.25745,616.949,285.713,2.0728,626.5,314.967,45.6924,626.093,312.95,46.5926,614.582,284.513
263.663,316.117,36.8373,321.72,327.452,18.3676,292.567,509.485,93.1782,286.668,447.266,73.0431,322.86,448.269,34.4591,317.886,517.789,51.436,239.312,585.882,26.9498,306.002,576.877,66.6105,269.416,583.128,156.52,248.72,599.955,203.173,236.179,612.978,245.689,257.45,645.249,235.832,268.015,635.89,193.928,281.919,621.805,146.691,170.318,743.327,340.875,139.428,642.154,322.03,157.541,667.817,357.897,1.26813,616.992,285.709,2.07137,626.501,314.967,45.6893,626.098,312.948,46.5925,614.611,284.503
263.665,316.119,36.8388,321.722,327.446,18.3713,292.566,509.483,93.1803,286.666,447.266,73.044,322.862,448.268,34.4602,317.885,517.788,51.4367,239.305,585.878,26.955,305.998,576.877,66.6083,269.412,583.125,156.521,248.717,599.955,203.174,236.176,612.977,245.692,257.448,645.248,235.833,268.005,635.889,193.934,281.92,621.807,146.683,170.315,743.327,340.878,139.428,642.152,322.031,157.54,667.817,357.897,1.26646,616.993,285.709,2.06906,626.501,314.968,45.689,626.099,312.947,46.4854,614.536,284.432
263.662,316.117,36.8369,321.721,327.452,18.3711,292.565,509.483,93.1795,286.665,447.264,73.0451,322.862,448.266,34.4609,317.884,517.787,51.4371,239.311,585.884,26.9565,306.095,576.859,66.6433,269.409,583.124,156.526,248.713,599.952,203.175,236.172,612.974,245.693,257.438,645.243,235.845,267.99,635.88,193.933,281.919,621.804,146.685,170.311,743.327,340.877,139.425,642.155,322.03,157.534,667.817,357.896,1.24447,616.953,285.706,2.06369,626.504,314.963,45.682,626.097,312.946,46.5784,614.592,284.505
263.659,316.104,36.8952,321.72,327.452,18.3715,292.563,509.481,93.1791,286.663,447.264,73.0466,322.861,448.268,34.4668,317.885,517.787,51.4394,239.304,585.878,26.9547,306.094,576.858,66.6453,269.405,583.122,156.527,248.705,599.949,203.177,236.167,612.972,245.693,257.436,645.239,235.846,267.987,635.875,193.935,281.912,621.794,146.674,170.296,743.321,340.873,139.356,642.08,321.996,157.533,667.817,357.897,1.25822,616.996,285.705,2.06074,626.503,314.961,45.6775,626.097,312.943,46.488,614.499,284.45
263.663,316.116,36.8372,321.722,327.446,18.3748,292.56,509.48,93.1813,286.661,447.265,73.0467,322.86,448.268,34.4651,317.883,517.786,51.4389,239.307,585.877,26.9536,305.999,576.877,66.6161,269.399,583.117,156.529,248.696,599.949,203.185,236.144,612.949,245.678,257.434,645.235,235.847,267.983,635.873,193.94,281.888,621.773,146.665,170.293,743.32,340.871,139.35,642.08,321.996,157.528,667.818,357.894,1.253,616.996,285.701,2.05514,626.502,314.959,45.6728,626.098,312.939,46.5777,614.612,284.491
263.659,316.115,36.8348,321.72,327.451,18.3734,292.558,509.48,93.1808,286.659,447.263,73.0468,322.859,448.267,34.4663,317.883,517.786,51.4406,239.307,585.876,26.9548,306.09,576.857,66.6482,269.392,583.111,156.53,248.677,599.94,203.181,236.138,612.946,245.678,257.43,645.231,235.847,267.979,635.864,193.936,281.882,621.762,146.651,170.29,743.32,340.871,139.348,642.083,321.993,157.492,667.828,357.879,1.23457,616.956,285.698,2.0512,626.504,314.954,45.6704,626.099,312.935,46.5702,614.615,284.487
263.661,316.117,36.8374,321.722,327.446,18.3755,292.551,509.479,93.1795,286.656,447.265,73.0469,322.854,448.266,34.4656,317.881,517.787,51.4403,239.303,585.869,26.9513,306.089,576.856,66.6486,269.386,583.106,156.532,248.669,599.929,203.181,236.129,612.942,245.676,257.427,645.226,235.85,267.974,635.857,193.938,281.879,621.756,146.652,170.275,743.32,340.867,139.332,642.096,321.977,157.486,667.826,357.875,1.2457,616.998,285.693,2.03861,626.507,314.946,45.6628,626.1,312.928,46.5699,614.613,284.485
